的	的 = 勺 + 白	<table><tr><td>de5</td><td>of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)</td></tr><tr><td>di2</td><td>really and truly</td></tr><tr><td>di4</td><td>aim / clear</td></tr><tr><td>di1</td><td>see 的士[di1 shi4]</td></tr></table>		<div>Don Quixote ends up on the roof of the Erectheion after a standoff. His only weapon left is a silver spoon, so he can only wave with a white flag.</div>	HSK1
丨		<table><tr><td>gun3</td><td>radical in Chinese characters (Kangxi radical 2)</td></tr><tr><td>shu4</td><td>see 豎筆|竖笔[shu4 bi3]</td></tr></table>	个中上年十工五书也非步介用半旧择由引皮释齐申丰巾巴临甲臣井串丘卜攸亻冂刂廾卄丬卩⺊㐬	<div>This character shall be represented by a dinosaur bone when it appears in other characters.</div><div>Mnemonic symbol: dinosaur bone.....Gitta Giraffe (gu-) found a gorgeous dinosaur bone (丨) in the Forbidden City (-(e)n3).</div>	HSK7
卜	卜 = 丨 + 丶	<table><tr><td>bu3</td><td>surname Bu</td></tr><tr><td>bu3</td><td>to divine / to forecast or estimate / (of a place to live etc) to choose</td></tr><tr><td>bo5</td><td>see 蘿蔔|萝卜[luo2 bo5]</td></tr></table>	不下桌外处卡龰虍礻	<div>Mnemonic symbol: a voodoo staff.....Bruno Bear (bu-) tries to forecast (卜) the future in the space station (-3). He uses a voodoo staff which is made out of a big dinosaur bone (丨) and has a petal leaf (丶) attached.</div>	HSK7
下	下 = 一 + 卜	<table><tr><td>xia4</td><td>down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action</td></tr></table>	是雨定	<div>Marie Curie tries to escape from Adziogol Lighthouse by climbing through the window in the bathroom. To build a ladder, she puts a voodoo staff under a flute.</div>	HSK1
㇏		<table><tr><td>xx5</td><td>character component without inherent meaning / see 捺</td></tr></table>	人水八瓜又久及入专令尺予攵乂廴	<div>It's a finger!</div>	HSK7
人	人 = 丿 + ㇏	<table><tr><td>ren2</td><td>man / person / people / CL:個|个[ge4],位[wei4]</td></tr></table>	是个大会认火茶以从夫介肉定伞全内众闪贝舍欠丙谷齿仓仑亥氽亼亾亽龰𡗗	<div>Robinson Crusoe (r-) has just entered the Forbidden City (-en2), when he suddenly meets Neanderthal Man (人). Neanderthal Man offers him a banana (丿), but Robinson Crusoe doesn't trust the present and pokes it with a finger (㇏).</div>	HSK1
是	是 = 日 + 下 + 人	<table><tr><td>shi4</td><td>is / are / am / yes / to be</td></tr></table>	题提	<div>Mnemonic symbol: a skull, from "to be or not to be"</div><div>Sherlock Holmes watches Neanderthal Man trying to climb to the sun on a ladder in the space station's bathroom. Sherlock is afraid that he'll open the window, so he puts on a big skull and scares him off. </div>	HSK1
丆		<table><tr><td>xx5</td><td>one of the characters used in kwukyel (phonetic "myeon"), an ancient Korean writing system</td></tr></table>	不面长而万页石攵爿	<div>This one looks like a wind wheel. Well, almost.</div>	HSK7
不	不 = 丆 + 卜	<table><tr><td>bu4</td><td>(negative prefix) / not / no</td></tr></table>	杯还环坏否怀	<div>Bruno Bear is setting up a wind wheel with a voodoo staff in the space station's bathroom. He also puts a "forbidden" sign on it, to make clear that it may not be stopped.</div>	HSK1
乛		<table><tr><td>zhe2</td><td>variant of 乙[zhe2]</td></tr></table>	了长敢夬㐄	<div>A sickle.</div>	HSK7
了	了 = 乛 + 亅	<table><tr><td>le5</td><td>(modal particle intensifying preceding clause) / (completed action marker)</td></tr><tr><td>liao3</td><td>to finish / to achieve / to understand</td></tr><tr><td>liao3</td><td>(of eyes) bright / clear-sighted / to understand clearly</td></tr></table>	子孑	<div>Sir Lancelot has finished his preparations to fight the world. There he stands ready, on top of the Erechtheion, with a sickle and a crowbar in his hands.</div><div>Li Qingzhao is racing for a new world record in the Taos Pueblo: She's trying to juggle as many sickles as fast as possible with two crowbars. As she finishes, she grabs her earned prize cup.</div>	HSK1
亻	亻 = 丿 + 丨	<table><tr><td>ren2</td><td>"person" radical in Chinese characters (Kangxi radical 9)</td></tr></table>	在他们你作什做住候但体件便休使信化位像低健借代任何保传价仅例供值仍假伤停优份亿估偶倍仔俩傅似依倒夜佛付伙仿俱佣伯仙仁伏伍佳仗侣伺伊侯俏攸仟侑彳	<div>I will represent this radical by Rosa Luxemburg.</div><div>Robinson Crusoe and Rosa Luxemburg are pulling a new trick just inside the entrance of the Forbidden City. Rosa Luxemburg is balancing on Robinson Crusoe, while balancing a banana on a dinosaur bone.</div>	HSK7
十	十 = 一 + 丨	<table><tr><td>shi2</td><td>ten / 10</td></tr></table>	什车午真早千卖牛直南干单伞汁计士质支叶博毕针辛华古土斗朝木田卑甫卒屯壴㐄𢦏	<div>Sherlock Holmes (sh-) is investigating a very strange thing, which just arrived at the entrance of the space station (-2): A big pyramid made of ten (十) crosses (十), which are in turn made out of flutes (一) and dinosaur bones (丨). </div>	HSK1
土	土 = 十 + 一	<table><tr><td>tu3</td><td>Tu (ethnic group) / surname Tu</td></tr><tr><td>tu3</td><td>earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音[ba1 yin1]</td></tr></table>	在里去坐块走场黑地城周境坏至社基增坚压幸墙肚址填王吐寺圣庄啬冉圭⺹⺧龶堭	<div>Tommy Turtle (tu) wants to fix a cross (十) on a flute (一) in the space station (Ø3). It's hard to do it in outer space, so he uses some dust and clay (土) to fix the two things together.</div>	HSK5
在	在 = 一 + 亻 + 土	<table><tr><td>zai4</td><td>(located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)</td></tr></table>		<div>Zorro and Rosa Luxemburg are meeting in the palace's bathroom. Rosa is in the middle of balancing a flute on her head and on a pile of clay. The flute is located on the clay and on Rosa's head. Zorro uses his rapier to inscribe "Z" into the flute, so as to mark that the pronunciation of "在" begins with "z".</div>	HSK1
𠂇		<table><tr><td>xx5</td><td>Character component without inherent meaning</td></tr></table>	有爱友左右无布龙	<div>Scissors.</div>	HSK7
⺆		<table><tr><td>xx5</td><td>Character component without inherent meaning</td></tr></table>	同见月周内贝央丹冉冋朿	<div>A staple, as used in a stapler. Therefore, I will represent this character by a stapler.</div>	HSK7
二	二 = 一	<table><tr><td>er4</td><td>two / 2 / stupid (Beijing dialect)</td></tr></table>	上那些工三月元夫于目示半云耳择言专毛印释亏仁甘井聿亘扌亍彐冃	<div>As a component in other characters, 二 represents a capacitor.</div><div>Mnemonic symbol: a capacitor.....Albert Einstein (-) is experimenting with a capacitor (二) in the space station's bathroom (-4). He finds that it's uncomfortable to discharge a capacitor using two flutes (一).</div>	HSK1
月	月 = ⺆ + 二	<table><tr><td>yue4</td><td>moon / month / CL:個|个[ge4],輪|轮[lun2]</td></tr></table>	有能明期服脑朋望阴用育脸脚腿胖肯散脱肥脏肤肚脾青朝胜背肖祭甫腚肰	<div>Aphrodite is modelling a moon in the bathroom of the Erechtheion. She uses a stapler to staple a lot of capacitors together to form a moon shape, while the real moon watches over her shoulder.</div>	HSK1
有	有 = 𠂇 + 月	<table><tr><td>you3</td><td>to have / there is / there are / to exist / to be</td></tr></table>	宥侑迶	<div>In an act of revolution, Maud Younger is cutting a moon model in the Louvre with a pair of scissors to pieces. There's only confetti left over.</div>	HSK1
弋		<table><tr><td>yi4</td><td>to shoot</td></tr></table>	代式武戈	<div>Maud Younger is practising her shooting skills with a bow in the bathroom of the space station. The character just looks like a bow with an arrow, which is going to be shot to the left hand side. There's a feather on the bow.</div>	HSK7
戈	戈 = 丿 + 弋	<table><tr><td>ge1</td><td>surname Ge</td></tr><tr><td>ge1</td><td>spear</td></tr></table>	我找成或戏划战戊戕戋𢦏戉	<div>Guy Fawkes (g) practises his archery skills in front of the Erechtheion (e1). He uses a bow (弋) to shoot a spear (戈) right into a banana (丿).</div>	HSK7
手		<table><tr><td>shou3</td><td>hand / (formal) to hold / person engaged in certain types of work / person skilled in certain types of work / personal(ly) / convenient / classifier for skill / CL:雙|双[shuang1],隻|只[zhi1]</td></tr></table>	我看拿掌	<div>A baseball glove. Sherlock Holmes wears a baseball glove in the Louvre.</div>	HSK2
我	我 = 戈 + 手	<table><tr><td>wo3</td><td>I / me / my</td></tr></table>	饿	<div>Willy Walrus is in Olavinlinna Castle, and there's a spear sticking right out of his chest. I try to pull it out while wearing a baseball glove.</div>	HSK1
乚		<table><tr><td>ya4</td><td>component in Chinese characters / archaic variant of 毫[hao2] / archaic variant of 乙[yi3]</td></tr></table>	儿电九七也已心礼无断毛继乱亡匕巳亾㔾	<div>This character shall be represented by a shovel (乚). Remember it by imagining Maud Younger (y) shovelling a grave in the Adziogol Lighthouse's bathroom (a4).</div>	HSK7
也	也 = ㇆ + 丨 + 乚	<table><tr><td>ye3</td><td>surname Ye</td></tr><tr><td>ye3</td><td>also / too / (in Classical Chinese) final particle implying affirmation</td></tr></table>	他她地	<div>Maud Younger is helping an excavator in the Erechtheion. Together they are excavating a dinosaur bone: Rosa turns the earth with a plough, while the excavator moves the earth with a shovel.</div>	HSK2
他	他 = 也 + 亻	<table><tr><td>ta1</td><td>he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another</td></tr></table>		<div>An excavator sees Rosa Luxemburg and Tecumseh whisper secretly in front of the Adziogol Lighthouse. He wants to approach them, when Rosa raises her arm and points at him.</div>	HSK1
乂	乂 = 丿 + ㇏	<table><tr><td>yi4</td><td>to regulate / to govern / to control / to mow</td></tr></table>	希丈文风史网区父义凶冈	<div>This one looks like pliers. Maud Younger is using pliers in the space station's bathroom to regulate and control the water flow of the sink.</div>	HSK7
亠	亠 = 丶 + 一	<table><tr><td>tou2</td><td>"lid" radical in Chinese characters (Kangxi radical 8)</td></tr></table>	高六京脑习衣亮离文市育交言广弃恼立夜毫享亦亡亭丹卒亥亢疒	<div>亠 looks like a beret! Tecumseh (t-) just entered the Louvre (-ou2), wearing his beret. He made it himself using a flute (一) and a petal leaf (丶).</div>	HSK7
文	文 = 乂 + 亠	<table><tr><td>wen2</td><td>surname Wen</td></tr><tr><td>wen2</td><td>language / culture / writing / formal / literary / gentle / (old) classifier for coins / Kangxi radical 118</td></tr></table>	这齐刘	<div>Willy Walrus just entered the Forbidden City. He wants to give his beret to the cloakroom personnel, but it's so dirty that they will only touch it with pliers. Willy Walrus is quite offended by this strange culture.</div><div>A thick book.</div>	HSK3
辶		<table><tr><td>chuo4</td><td>to walk (side part of split character)</td></tr></table>	这过道还进边运近远送迎通选遇迟达造连速适逐遍邀退追迶	<div>Chantal Chicken tries out her new gladiator sandals in Olavinlinna Castle's bathroom. </div>	HSK7
这	这 = 文 + 辶	<table><tr><td>zhe4</td><td>this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)</td></tr></table>		<div>George Washington is carrying a heavy book in the Erectheion's bathroom. This book is so heavy that his gladiator sandals are sinking deep into the sand.</div>	HSK1
个	个 = 丨 + 人	<table><tr><td>ge4</td><td>individual / this / that / size / classifier for people or objects in general</td></tr><tr><td>ge4</td><td>variant of 個|个[ge4]</td></tr></table>		<div>Guy Fawkes (g-) enters the Erechtheion's bathroom (-e4), when he sees a certain individual: Neanderthal Man (人) is sitting on a big dinosaur bone (丨).</div>	HSK1
门		<table><tr><td>men2</td><td>surname Men</td></tr><tr><td>men2</td><td>gate / door / CL:扇[shan4] / gateway / doorway / CL:個|个[ge4] / opening / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy) / classifier for large guns / classifier for lessons, subjects, branches of technology</td></tr></table>	们间问闻闹阅闪闭闯闰	<div>Mahatma Gandhi wants his revenge on the Chinese emperor! Like a spider he sits in the upper left corner of the Forbidden City's entrance, ready to strike with the trap door he installed in the floor. </div>	HSK2
们	们 = 亻 + 门	<table><tr><td>men5</td><td>plural marker for pronouns, and nouns referring to individuals</td></tr></table>		<div>Rosa Luxemburg and Mahatma Gandhi are fighting on top of the Erechtheion. Rosa thinks it will be an easy win, but she didn't see the trap door in the floor yet. </div>	HSK1
口		<table><tr><td>kou3</td><td>mouth / classifier for things with mouths (people, domestic animals, cannons, wells etc) / classifier for bites or mouthfuls</td></tr></table>	中和高回名听呢叫吗吃京哪喜亮喝喂可知问员告吧号足船右唱啡咖如只或加总史周响虽害句啊束铅啤合各象品言台另否免味叶吸呀嘴售咱吵石古哈占毫兄召享呆吐舌吉唐谷呈亭吊吩呕君吴吾吕吏叩巳冏畐𠮛冋戶咅呠⻊	<div>口 shall be represented by a mandarin. Karl Marx (k-) is watching a mouth-watering mandarin in the Louvre (-ou3).</div>	HSK3
中	中 = 丨 + 口	<table><tr><td>zhong1</td><td>China / Chinese / surname Zhong</td></tr><tr><td>zhong1</td><td>within / among / in / middle / center / while (doing sth) / during / (dialect) OK / all right</td></tr><tr><td>zhong4</td><td>to hit (the mark) / to be hit by / to suffer / to win (a prize, a lottery)</td></tr></table>	钟种革冲虫	<div> A dart board. George Giant Squid (zhu-) is improvising a dart board (中) in front of Stonehenge (-(e)ng1): He's throwing dinosaur bones (丨) as darts on a big mandarin (口) as dart board. He always hits the mandarin right in the middle, so he's a bit bored. </div>	HSK1
丷		<table><tr><td>ba1</td><td>"eight" component in Chinese characters / archaic variant of 八[ba1]</td></tr><tr><td>xx5</td><td>one of the characters used in kwukyel, an ancient Korean writing system</td></tr></table>	来关米弟平总南单半伞并金幸曾州兆兑啬兰酋羔䒑	<div>Mnemonic symbol: a crocodile with mean eyes. Beelzebub (b) is fighting with eight crocodiles (丷) in front of Adziogol Lighthouse (a1).</div>	HSK7
八	八 = 丿 + ㇏	<table><tr><td>ba1</td><td>eight / 8</td></tr></table>	分小六兴公共其只办黄典具深父兵木谷穴兆寅冏	<div>Mnemonic symbol: eightball.....Beelzebub (b-) is balancing two eightballs in front of the Adziogol Lighthouse (-a1): One on a banana (丿) and one on a finger (㇏).</div>	HSK1
木	木 = 八 + 十	<table><tr><td>mu4</td><td>surname Mu</td></tr><tr><td>mu4</td><td>tree / wood / coffin / wooden / simple / numb / one of the eight ancient musical instruments 八音[ba1 yin1]</td></tr></table>	样本机果米校杯椅床休相根极查李树检楼板束末朵梯格术林深集标案村概困松材森植染桥棵未某采架枪呆栋宋禾杲來朿喿	<div>Malte Monkey is putting up a Christmas tree in the bathroom of the space station. He puts up a cross, on which he puts eight balls (as Christmas balls).</div>	HSK5
未	未 = 一 + 木	<table><tr><td>wei4</td><td>not yet / did not / have not / not / 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep</td></tr></table>	来妹味	<div>Shortly after finishing a new installation in the Eiffel tower's bathroom, Ai Weiwei is imprisoned by Willy Walrus, because—out of all places—Ai Weiwei put his new installation right into Willy Walrus's toilet. Ai Weiwei's installation is a Christmas tree with a tiny, slightly tilted flute on top. Ai Weiwei would really, really like to correct the tilted flute, but so far, Willy Walrus has not yet let him out.</div>	HSK5
来	来 = 丷 + 未	<table><tr><td>lai2</td><td>to come / to arrive / to come round / ever since / next</td></tr></table>		<div>Mnemonic symbol: mailwoman. Lancelot is super happy that his inflatable crocodile and live size Ai Weiwei puppet finally arrived. The mailwoman delivered them straight to the entrance of the palace. </div>	HSK1
上	上 = 丨 + 二	<table><tr><td>shang3</td><td>see 上聲|上声[shang3 sheng1]</td></tr><tr><td>shang4</td><td>on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university)</td></tr></table>	让叔卡戚	<div>Sherlock Holmes investigates a mysterious murder in the Songgwangsa's bathroom. Somebody has been killed while using the golden squat toilet. He finds a mysterious apparatus on top of it, and breaks it using a dinosaur bone. As the apparatus breaks, he finds the murderers weapon: The dinosaur bone is sticking in a capacitor, which has been hooked up to the golden squat toilet to kill the victim using the electric charge.</div>	HSK1
大	大 = 一 + 人	<table><tr><td>dai4</td><td>see 大夫[dai4 fu5]</td></tr><tr><td>da4</td><td>big / huge / large / major / great / wide / deep / older (than) / oldest / eldest / greatly / very much / (dialect) father / father's elder or younger brother</td></tr></table>	天太因头参奇美达失奖奋临央监犬夷矢夭夬	<div>The big, huge robot is doing some workout in the Adziogol Lighthouse's bathroom. He's lifting a flute, on which Don Quixote and Neanderthal man are hanging.</div>	HSK1
禾	禾 = 丿 + 木	<table><tr><td>he2</td><td>cereal / grain</td></tr></table>	和租种香秋季利科程积秀乘稍称委税移	<div>A bowl of cereals. Hamlet made himself a bowl of cereals with bananas and a Christmas tree just inside the entrance of the Erechtheion. He thinks the entrance of the Erechtheion is a stage, and holds the bowl of cereals like he would hold Yorick's skull.</div>	HSK7
和	和 = 口 + 禾	<table><tr><td>he2</td><td>surname He / Japanese (food, clothes etc)</td></tr><tr><td>he2</td><td>and / together with / with / sum / union / peace / harmony / Taiwan pr. [han4] when it means "and"</td></tr><tr><td>he4</td><td>cap (a poem) / to respond in singing</td></tr><tr><td>hu2</td><td>to complete a set in mahjong or playing cards</td></tr><tr><td>huo2</td><td>soft / warm</td></tr><tr><td>huo4</td><td>to mix together / to blend</td></tr><tr><td>he4</td><td>to compose a poem in reply (to sb's poem) using the same rhyme sequence / to join in the singing / to chime in with others</td></tr></table>		<div>Hamlet found a way for world peace: He wants to distribute cereals and mandarins all over the world, starting just inside the entrance of the Erechtheion.</div>	HSK1
王	王 = 一 + 土	<table><tr><td>wang2</td><td>surname Wang</td></tr><tr><td>wang2</td><td>king or monarch / best or strongest of its type / grand / great</td></tr><tr><td>wang4</td><td>to rule / to reign over</td></tr></table>	现五望球班玩主理环全弄皇玉呈羔闰玨	<div>In other characters, this characters will be represented by Martin Luther King.</div><div>Mnemonic symbol: Martin Luther King.....Willy Walrus (wu-) is stuck in a heap of dirt (土) just inside the entrance of the Songgwangsa (-ang2). Martin Luther King (王) helps him to get out by holding him a flute (一).</div>	HSK5
玉	玉 = 丶 + 王	<table><tr><td>yu4</td><td>jade</td></tr></table>	国宝	<div>Mnemonic symbol: a jade bracelet.....Aphrodite and Martin Luther King invented some kind of wrestling sport in the space station's bathroom. Both fighters have to be restrained by large jade bracelets around their body restricting their arms to be aligned to the body. Then they fight. To make things safe they stuffed the space station's bathroom with cosy petal leaves so that they won't hurt themselves.</div>	HSK5
国	国 = 囗 + 玉	<table><tr><td>guo2</td><td>surname Guo</td></tr><tr><td>guo2</td><td>country / nation / state / national / CL:個|个[ge4]</td></tr></table>		<div>Mnemonic symbol: a nation's flag. Let's say the Chinese flag.....Just inside the Olavinlinna Castle's entrance (o2) Gitta Giraffe (gu) is practising her ballet performance. She got a whole crate (囗) full of jade bracelets (玉) and flags (国) and fixed one flag to each jade bracelet. This makes a perfect combination for throwing the ring with the flag waving behind it and catching the ring again after a few pirouettes.</div>	HSK1
儿	儿 = 丿 + 乚	<table><tr><td>er2</td><td>son</td></tr><tr><td>r5</td><td>non-syllabic diminutive suffix / retroflex final</td></tr></table>	见先四元克竟免允兄匹兆兀尢㐬	<div>"Son" (儿) sounds similar to "Sun" like in "Sun Wu Kong", so it's gonna be represented by the monkey king. Albert Einstein (Ø-) and Sun Wu Kong are fighting in the space station's entrance (-Ø2). Their weapons: Albert has a shovel (乚), and Sun Wu Kong has a banana (丿).</div>	HSK1
兄	兄 = 儿 + 口	<table><tr><td>xiong1</td><td>elder brother</td></tr></table>	祝况竞兑	<div>Hermes and his older brother Apollo are arguing about a mandarin in front of Stonehenge. As mischievous as he is, Sun Wu Kong sneaks in and steals the mandarin, just to eat it himself.</div>	HSK5
兑	兑 = 丷 + 兄	<table><tr><td>dui4</td><td>surname Dui</td></tr><tr><td>dui4</td><td>to cash / to exchange / to add (liquid) / to blend / one of the Eight Trigrams 八卦[ba1 gua4], symbolizing swamp / ☱</td></tr></table>	说脱阅税	<div>Doggy Dog opened a cash exchange booth in the Eiffel tower's bathroom. His first customers are Apollo and a mean crocodile.</div>	HSK6
讠		<table><tr><td>yan2</td><td>"speech" or "words" radical in Chinese characters (Kangxi radical 149) / see also 言字旁[yan2 zi4 pang2]</td></tr></table>	说话认识请语谁读谢让诉试课记该议调讲词论计许证谈评讨误访诚译详谅谊设诗	<div>This character looks like a big "i" (like in information), and I'll represent it by an advertising column.....Maud Younger (y) gives a speech (讠) standing on top of an advertising column (讠) just inside the Anchor Inn's entrance (an2).</div>	HSK7
说	说 = 兑 + 讠	<table><tr><td>shui4</td><td>to persuade</td></tr><tr><td>shuo1</td><td>to speak / to say / to explain / to scold / to tell off / a theory (usually in compounds such as 日心说 heliocentric theory)</td></tr></table>		<div>In front of Olavinlinna Castle is a big advertising column. On it is a picture of Sheldon Shrimp, who is depicted to be talking about his new cash exchange booth.</div>	HSK1
寸	寸 = 一 + 亅 + 丶	<table><tr><td>cun4</td><td>a unit of length / inch / thumb</td></tr></table>	时对过厨衬将导村讨尊耐射守付封寺尃㝵	<div>Kitty Cat is playing with a petal leaf in the Forbidden City's bathroom. She's keeping it in the air by hitting it with a flute and a crowbar. It's so much fun that she thinks to herself "thumbs up".</div>	HSK6
时	时 = 寸 + 日	<table><tr><td>shi2</td><td>old variant of 時|时[shi2]</td></tr><tr><td>shi2</td><td>surname Shi</td></tr><tr><td>shi2</td><td>o'clock / time / when / hour / season / period</td></tr></table>		<div>The sun asks Sherlock Holmes out for a coffee just inside the entrance of the space station. Looking at his pocket watch, Sherlock sees he has time, winks and "thumbs up".</div><div>Mnemonic symbol: a giant pocket watch.</div>	HSK1
出	出 = E + E	<table><tr><td>chu1</td><td>to go out / to come out / to occur / to produce / to go beyond / to rise / to put forth / to happen / classifier for dramas, plays, operas etc</td></tr><tr><td>chu1</td><td>variant of 出[chu1] (classifier for plays or chapters of classical novels)</td></tr></table>	础	<div>This character, tilted 90 degrees counter-clockwise, looks like: EE. It's for "emergency exit". Chantal chicken has locked herself out of the space station, and now she tries to re-enter through the emergency exit. She found the door with the big green emergency exit sign, and tries to force it open using two forks.</div>	HSK1
厶		<table><tr><td>mou3</td><td>old variant of 某[mou3]</td></tr><tr><td>si1</td><td>old variant of 私[si1]</td></tr></table>	能么去以公瓜参育云至台允丢虫勾亥卯幺弁禸	<div>It's a fake nose! Socrates (s) is wearing his fake nose (厶) in outer space, in front of the space station (Ø1).</div>	HSK7
云	云 = 二 + 厶	<table><tr><td>yun2</td><td>(classical) to say</td></tr><tr><td>yun2</td><td>surname Yun / abbr. for Yunnan Province 雲南省|云南省[Yun2 nan2 sheng3]</td></tr><tr><td>yun2</td><td>cloud / CL:朵[duo3]</td></tr><tr><td>yun2</td><td>surname Yun / abbr. for Yunnan Province 雲南省|云南省[Yun2 nan2 Sheng3]</td></tr></table>	会动运层尝㐬	<div>Aphrodite (yu) had a little accident just inside the entrance of the Forbidden City ((e)n2). She blew up her capacitor (二), and now there's smoke (clouds; 云) everywhere. To be able to breathe, she puts on her fake nose (厶).</div>	HSK3
会	会 = 云 + 人	<table><tr><td>hui4</td><td>can / to be possible / to be able to / will / to be likely to / to be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])</td></tr><tr><td>kuai4</td><td>to balance an account / accountancy / accounting</td></tr></table>		<div>Helga horse is almost fainting when she enters the Eiffel tower's bathroom. Neanderthal man is giving off an extraordinarily smelly cloud. She didn't even think that this was possible at all.</div>	HSK1
⺈		<table><tr><td>xx5</td><td>character component without any dedicated meaning</td></tr></table>	色鱼角尔象争负免危欠奂刍	<div>I think this looks like a crane; to the left is its wing, and to the right its head.</div>	HSK7
小	小 = 八 + 亅	<table><tr><td>xiao3</td><td>small / tiny / few / young</td></tr></table>	学东少觉兴京常当示叔原尔光孙戚亦糸朩	<div>Marie Curie ist pulling a trick in the Taos Pueblo. She's putting a crowbar on the floor and balancing an eightball on it, presenting it as a small daisy. </div>	HSK1
尔	尔 = ⺈ + 小	<table><tr><td>er3</td><td>thus / so / like that / you / thou</td></tr></table>	你称	<div>Albert Einstein wants to send a message of peace to earth from inside the space station. He wanted to give a dove a daisy so that it can bring it to earth, but the dove is late! Albert has no choice but to give it to a passing crane instead. Thus, the crane flies to earth with the daisy in his beak, just like a peace dove. </div>	HSK4
